nama,harga,rating,jumlah_review,link,wilayah
Guest suite in Kecamatan Sukajadi - Ciput’s Den | Central 2BR near PVJ & Ciwalk | WiFi,"Rp 2,660,000",4.97,140,https://www.airbnb.com/rooms/1153624723197943158,Kota Bandung
Home in Parompong - Casa d capella is a homey and minimalist house,"Rp 5,546,015",4.8,15,https://www.airbnb.com/rooms/1610717472632938307,Kota Bandung
"Villa in Jawa Barat - Staycation Villa 4-9 Pax | Karaoke, Netflix, BBQ!","Rp 10,410,000",4.94,136,https://www.airbnb.com/rooms/53539419,Kota Bandung
Home in Parompong - FrenchVille | Pool | Billiard | Bbq | Lembang,"Rp 10,408,828",New,0,https://www.airbnb.com/rooms/1734900337467632525,Kota Bandung
"Home in Bandung Wetan - CasadeDjori
House in downtown Bandung
2 - 10 people","Rp 8,387,651",4.94,16,https://www.airbnb.com/rooms/1469427891454729683,Kota Bandung
Home in Kecamatan Coblong - Hillside Bliss Villa,"Rp 6,745,000",4.89,219,https://www.airbnb.com/rooms/899081426724362391,Kota Bandung
Home in Coblong - Mezzanine Home · Sunset View · Private Garden,"Rp 4,491,673",4.95,19,https://www.airbnb.com/rooms/1576830058359312509,Kota Bandung
"Home in Kecamatan Buahbatu - Spacious, White-Villa Belgareti @ Kiaracondong","Rp 4,950,000",4.9,87,https://www.airbnb.com/rooms/653167853873350312,Kota Bandung
Apartment in Cicendo - Hygge Stay. Spacious Apartment 2BR in Paskal,"Rp 5,198,780",4.96,25,https://www.airbnb.com/rooms/1527532770951335123,Kota Bandung
Apartment in Kecamatan Cicendo - New Epic 3BR Landmark Residence | Paskal 23,"Rp 7,657,298",4.85,60,https://www.airbnb.com/rooms/1160519168428495342,Kota Bandung
"Villa in Lembang - BugenVilla Bandung, 4BR, Heated Swimming Pool","Rp 52,306,765",4.95,19,https://www.airbnb.com/rooms/1279202196742308340,Kota Bandung
Villa in Parompong - Gemala House - Modern Scandinavian Stay,"Rp 13,427,200",4.89,231,https://www.airbnb.com/rooms/29366590,Kota Bandung
Villa in Kecamatan Cibeunying Kaler - 4BR Villa@Dago KaraokeBBQ FastWifiwiimLegoEVCharge,"Rp 9,475,548",4.95,121,https://www.airbnb.com/rooms/653840597717899412,Kota Bandung
Apartment in Kecamatan Lengkong - Akasha @ Grand Asia Afrika Apartment Bandung,"Rp 3,383,590",4.89,295,https://www.airbnb.com/rooms/51113592,Kota Bandung
Guesthouse in Kecamatan Cicendo - ELHome Wood I 3BR I Wi-Fi I Netflix,"Rp 8,102,357",4.94,51,https://www.airbnb.com/rooms/1188763365806938305,Kota Bandung
"Home in Sukasari - OMA+Ra House
Feels Like Home, only better","Rp 14,159,856",5.0,18,https://www.airbnb.com/rooms/1449212040517486924,Kota Bandung
Room in Bandung - Promotional Pricing!! Perfect location,"Rp 1,035,000",4.64,157,https://www.airbnb.com/rooms/16941765,Kota Bandung
Apartment in Cicendo - River | 2 BR Urban Grove | Gateway Pasteur,"Rp 2,878,041",5.0,6,https://www.airbnb.com/rooms/1685453674941154120,Kota Bandung
Apartment in Coblong - Comfy room with mountain view in the heart of Dago,"Rp 2,206,730",4.87,165,https://www.airbnb.com/rooms/29672427,Kota Bandung
Apartment in Sumurbandung - Sarah Room La Grande Apartment 2BR,"Rp 3,537,649",4.92,13,https://www.airbnb.com/rooms/1625462742021766009,Kota Bandung
Apartment in Cicendo - Dario | 2 BR Urban Grove | Gateway Pasteur,"Rp 2,842,859",N/A,0,https://www.airbnb.com/rooms/1685444517070863737,Kota Bandung
Home in Sukasari - Villa 17,"Rp 5,779,535",5.0,9,https://www.airbnb.com/rooms/1452041494797147891,Kota Bandung
"Apartment in Sumur Bandung - #1201A, Tangguban Parahu mountain & sun rise view,","Rp 2,977,337",4.86,102,https://www.airbnb.com/rooms/28004386,Kota Bandung
Home in Parompong - Mizu Machiya•Luxury Kyoto Retreat•Onsen•Luxury,"Rp 27,753,425",4.93,15,https://www.airbnb.com/rooms/1533624250332398765,Kota Bandung
Place to stay in Kecamatan Sumur Bandung - Ruth | La Grande Apartment | 2BR | Bandung | Braga,"Rp 3,502,272",4.83,70,https://www.airbnb.com/rooms/1326531763586888845,Kota Bandung
Home in Sukajadi - 4BR Villa w/ Cold Whirlpool & Zen Garden,"Rp 15,696,450",4.92,12,https://www.airbnb.com/rooms/1582460821613432508,Kota Bandung
Apartment in Kecamatan Cicendo - Pandawa by Kozystay | 3BR | Heated Pool | Paskal,"Rp 6,709,176",4.74,42,https://www.airbnb.com/rooms/1222411641241849427,Kota Bandung
"Condo in Kecamatan Coblong - 2BR 2 Kamar Dago Butik Apartment | Dago, Bandung","Rp 3,823,834",4.87,62,https://www.airbnb.com/rooms/684609221200853709,Kota Bandung
"Villa in Lembang - Canola villa
360 Mountain view","Rp 15,405,885",4.98,49,https://www.airbnb.com/rooms/1114219267424743510,Kota Bandung
Apartment in Cicendo - Willow | 2 BR Urban Grove | Gateway Pasteur,"Rp 2,842,859",N/A,0,https://www.airbnb.com/rooms/1688364136847056455,Kota Bandung
Villa in Lembang - Villa Daksina Dalu,"Rp 12,451,002",4.62,201,https://www.airbnb.com/rooms/43539803,Kota Bandung
Home in Kecamatan Sumur Bandung - Gandapura House 36,"Rp 7,513,536",4.93,85,https://www.airbnb.com/rooms/1309169468993764359,Kota Bandung
Home in Cimenyan - Glass House Bandung,"Rp 7,385,494",4.94,63,https://www.airbnb.com/rooms/975978751770996053,Kota Bandung
Apartment in Kecamatan Andir - Muji Style Japandi Room up to 4 people,"Rp 2,316,589",4.96,105,https://www.airbnb.com/rooms/1006050664763449237,Kota Bandung
Condo in Kecamatan Sumur Bandung - Greywood | City Center | Braga & Mall | 4 Guests,"Rp 2,767,638",4.98,326,https://www.airbnb.com/rooms/727680275776765494,Kota Bandung
"Apartment in Kecamatan Bandung Wetan - Jardin A22, City View, Netflix & WIFI, Family","Rp 1,515,800",4.78,86,https://www.airbnb.com/rooms/1033274926963996322,Kota Bandung
Apartment in Kecamatan Sumur Bandung - [Luxurious&Comfort] La Grande 1 Apt Bdg | 3 guests,"Rp 2,635,000",4.95,202,https://www.airbnb.com/rooms/1119439714942819086,Kota Bandung
Apartment in Kecamatan Sumur Bandung - Galene | Bandung | City View | RSIA Limijati | Pool,"Rp 2,590,472",4.81,54,https://www.airbnb.com/rooms/1375133730465779957,Kota Bandung
Apartment in Kecamatan Coblong - NooNi - Premium Studio Apartment at Dago Suites,"Rp 2,567,648",4.97,118,https://www.airbnb.com/rooms/1046148762303352665,Kota Bandung
"Apartment in Kecamatan Bandung Wetan - Jardin D20, Forest & City View, Netflix & WIFI","Rp 1,455,000",4.81,139,https://www.airbnb.com/rooms/1025746241212264046,Kota Bandung
Tiny home in Cibeunying Kaler - Comfortable Pavilion Downtown | 5 Guests| No Parking,"Rp 3,500,000",5.0,33,https://www.airbnb.com/rooms/1605885034928700807,Kota Bandung
Tiny home in Cimenyan - Tiny House by DendyDarman | Near Resort Dago Pakar,"Rp 6,056,758",5.0,9,https://www.airbnb.com/rooms/1642364090839026777,Kota Bandung
Apartment in Bandung - Comfy Room Jl. Merdeka Bed 200x200,"Rp 2,425,001",4.82,56,https://www.airbnb.com/rooms/1198356599756300433,Kota Bandung
Room in Sumurbandung - Kalasantay | Bliss Studio | 5 min stroll to Braga,"Rp 2,456,954",4.83,35,https://www.airbnb.com/rooms/1554731020342593324,Kota Bandung
Apartment in Kecamatan Cicendo - New Glorious 2BR Landmark Residence | Paskal 23,"Rp 5,808,591",4.96,69,https://www.airbnb.com/rooms/1087661271953815996,Kota Bandung
Villa in Cidadap - Shafia Villa by Kozystay | Tranquil Retreat | Dago,"Rp 11,588,304",N/A,0,https://www.airbnb.com/rooms/1667852146116289644,Kota Bandung
Home in Parompong - Mori Machiya•Luxury Kyoto Retreat•Onsen•Luxury,"Rp 22,138,834",4.93,42,https://www.airbnb.com/rooms/1112593679300937573,Kota Bandung
Apartment in Lengkong - Grand Asia Afrika Dermawan's Apartment,"Rp 3,502,750",4.88,16,https://www.airbnb.com/rooms/1671392108862942345,Kota Bandung
Villa in Cimenyan - Dago bestview villa,"Rp 11,820,596",4.86,116,https://www.airbnb.com/rooms/31048098,Kota Bandung
"Apartment in Kecamatan Sumur Bandung - Braga City Walk Apartment
Mountain-Citylight View","Rp 3,851,472",4.8,95,https://www.airbnb.com/rooms/1262045787936393988,Kota Bandung
Condo in Lengkong - Elysian Moon | 26F Corner | Skyline Views,"Rp 7,306,203",4.92,13,https://www.airbnb.com/rooms/1245953317033502215,Kota Bandung
"Apartment in Sumur Bandung - #1101b, Tangguban boat mtn View Tera Residence","Rp 1,838,945",4.85,205,https://www.airbnb.com/rooms/30236277,Kota Bandung
Villa in Bandung - Green Hill Mountain View 8 Br Heated Pool Karaoke,"Rp 59,150,000",4.91,11,https://www.airbnb.com/rooms/741635757238460921,Kota Bandung
Home in Lembang - Santorini Home by Kananta,"Rp 6,421,703",4.94,85,https://www.airbnb.com/rooms/1157650390590262556,Kota Bandung
Home in Cimenyan - Belio Solara,"Rp 70,752,974",5.0,6,https://www.airbnb.com/rooms/1403822289833159376,Kota Bandung
Apartment in Cicendo - Forma | 2 BR Mod Suites | Gateway Pasteur,"Rp 2,920,523",5.0,20,https://www.airbnb.com/rooms/1506352584282175084,Kota Bandung
Villa in Bandung - VILLA Pavilion Garden with PRIVATE SWIMMING POOL,"Rp 16,641,784",4.91,149,https://www.airbnb.com/rooms/42766812,Kota Bandung
Apartment in Cidadap - Cozy 3BR Apartment in Setiabudi Bandung,"Rp 5,591,767",5.0,10,https://www.airbnb.com/rooms/1434303016923022971,Kota Bandung
"Home in Megamendung - A family friendly villa Vimala Hills, Gadog,Puncak","Rp 8,755,743",4.89,121,https://www.airbnb.com/rooms/1302131862664335002,Kota Cimahi
Home in Bogor Selatan - 3BR Bogor Village W/ Pool & Playstation 4,"Rp 5,937,500",4.88,50,https://www.airbnb.com/rooms/1618647142228724600,Kota Cimahi
Home in Megamendung - Villa Everest 4BR highest in Vimala Hills,"Rp 14,173,418",4.95,42,https://www.airbnb.com/rooms/1399628677158264503,Kota Cimahi
Villa in Ciawi - Kaia Terra Villa,"Rp 8,756,870",4.88,25,https://www.airbnb.com/rooms/1446617669455208322,Kota Cimahi
Rooms in Caringin - Villa Alia E By The Villas 100,"Rp 13,123,536",5.0,7,https://www.airbnb.com/rooms/1429373788359337097,Kota Cimahi
Villa in Megamendung - Vimala Hills Argopuro – Villa Amara 15,"Rp 7,000,000",4.77,52,https://www.airbnb.com/rooms/1225127739235305895,Kota Cimahi
Home in Megamendung - Villa Anggrek@The Little Green Village | 4BR,"Rp 5,456,258",5.0,26,https://www.airbnb.com/rooms/1699621584437572046,Kota Cimahi
Cabin in Cigombong - Azzahra Syariah Villa,"Rp 3,162,500",4.94,109,https://www.airbnb.com/rooms/1216275244962250940,Kota Cimahi
Villa in Ciawi - The Lavana at Vimala Hills - 2BR with Private Pool,"Rp 12,150,802",5.0,8,https://www.airbnb.com/rooms/1668563109858013353,Kota Cimahi
Villa in Cisarua - Luxury 3BR Villa @ Casa de Monique,"Rp 20,076,470",4.93,43,https://www.airbnb.com/rooms/1187287417376893880,Kota Cimahi
Villa in Cisarua - Roemah Radja Ratoe. Long/short term. Summer's here,"Rp 14,798,273",4.93,241,https://www.airbnb.com/rooms/18062503,Kota Cimahi
Villa in Kecamatan Babakan Madang - Di Alaya 2BR Open Plan Designer Villa @ Sentul KM0,"Rp 8,500,000",4.85,149,https://www.airbnb.com/rooms/594419999586279144,Kota Cimahi
Room in Caringin - Villa Alia B03 By The Villas 100,"Rp 7,417,651",5.0,8,https://www.airbnb.com/rooms/1429339280266306814,Kota Cimahi
Villa in Megamendung - Cozy House at Vimalla Hills,"Rp 7,355,769",5.0,45,https://www.airbnb.com/rooms/1257092956243329808,Kota Cimahi
Villa in Megamendung - Villa Jasmin@The Little Green Village | 2BR2Attic,"Rp 6,614,995",5.0,14,https://www.airbnb.com/rooms/1692617222588353698,Kota Cimahi
Home in Megamendung - Country-style 3BR Villa with Mountain Views,"Rp 11,000,000",New,0,https://www.airbnb.com/rooms/1740313193219252578,Kota Cimahi
"Villa in Megamendung - Luxurious 2BR Villa in Vimala hills, puncak","Rp 7,931,180",4.89,155,https://www.airbnb.com/rooms/769977660019674402,Kota Cimahi
Apartment in Bogor Selatan - Royal Heights Cozy 2BRApartment with Mountain View,"Rp 3,157,240",4.96,26,https://www.airbnb.com/rooms/1187482090698693204,Kota Cimahi
Home in Ciawi - Pangrango 2BR Garden VIlla at Vimala Hills,"Rp 7,442,756",5.0,23,https://www.airbnb.com/rooms/1215173772854653553,Kota Cimahi
Home in Megamendung - BrandNew Villa 4BR Vimala Hills By Villaire,"Rp 13,677,006",4.93,41,https://www.airbnb.com/rooms/1316318046535514672,Kota Cimahi
Villa in Megamendung - Premier 2BR Villa w/ Mountain View at Vimala Hills,"Rp 8,781,910",4.89,84,https://www.airbnb.com/rooms/743819838229321721,Kota Cimahi
Villa in Ciawi - Villa Cemara - Vimala Hills,"Rp 14,828,297",4.92,38,https://www.airbnb.com/rooms/1333814202790599092,Kota Cimahi
Villa in Babakan Madang - Bali Pool Villa with a Beautiful mountain view.,"Rp 11,640,005",4.97,74,https://www.airbnb.com/rooms/1454154658372635585,Kota Cimahi
"Villa in Megamendung - Vimala hills 5BR+4SB Privat Hot Pool,Billiard,Golf","Rp 48,500,023",5.0,29,https://www.airbnb.com/rooms/1307840655054434721,Kota Cimahi
Villa in Megamendung - “ THE PEAK”   The Most Luxurious Designer Villa,"Rp 14,835,301",4.84,203,https://www.airbnb.com/rooms/48872031,Kota Cimahi
Villa in Megamendung - Vimala Hills Brand New Villa 3BR,"Rp 6,314,948",4.86,28,https://www.airbnb.com/rooms/964381528628365871,Kota Cimahi
Home in Bogor Selatan - 3BR Bogor Village W/ Pool C25,"Rp 6,175,000",4.97,36,https://www.airbnb.com/rooms/1640438644704898121,Kota Cimahi
Villa in Megamendung - Villa Sansan Vimala Hills 3 BR w/ Alfresco Dining,"Rp 9,466,200",4.8,86,https://www.airbnb.com/rooms/49168490,Kota Cimahi
Villa in Megamendung - Cozy 3-BR villa Vimala hills with beautiful garden,"Rp 8,756,870",4.88,94,https://www.airbnb.com/rooms/586665888150389781,Kota Cimahi
Earthen home in Megamendung - Villa Sanur megamendung bogor,"Rp 11,198,744",5.0,36,https://www.airbnb.com/rooms/796800087252043614,Kota Cimahi
Guesthouse in Megamendung - Villa Pasir Angin 47,"Rp 14,264,713",4.81,54,https://www.airbnb.com/rooms/1118067531769221616,Kota Cimahi
Home in Cisarua - Nien's Villa cisarua,"Rp 11,297,652",4.82,11,https://www.airbnb.com/rooms/1592643870506448736,Kota Cimahi
Home in Cisarua - Villa Wonoto 2,"Rp 10,975,277",4.92,26,https://www.airbnb.com/rooms/1363572470124467200,Kota Cimahi
"Home in Bogor Selatan - Palma Pool Villa, 4 BR, in Kota Bogor","Rp 7,303,533",4.5,6,https://www.airbnb.com/rooms/1674745983050315860,Kota Cimahi
Villa in Megamendung - Villa Navi - When a butterfly sits on a flower,"Rp 10,955,299",4.67,51,https://www.airbnb.com/rooms/54250637,Kota Cimahi
Home in Bogor Selatan - Villa Sayana By Kava Stay,"Rp 9,737,500",4.87,61,https://www.airbnb.com/rooms/1548184619781047791,Kota Cimahi
Room in Caringin - Villa Alia A03 By The Villas 100,"Rp 7,303,533",4.71,14,https://www.airbnb.com/rooms/1427884600276648969,Kota Cimahi
Villa in Megamendung - Spacious Garden! Villa Estella 4BR w/ Fish Pond,"Rp 11,894,400",5.0,22,https://www.airbnb.com/rooms/1430456670381575413,Kota Cimahi
Home in Megamendung - Garden Villa 3BR Vimala Hills,"Rp 8,756,870",4.79,48,https://www.airbnb.com/rooms/1159687698444516294,Kota Cimahi
Home in Babakan Madang - d’ALMAJI house (Guest House),"Rp 4,962,225",4.93,46,https://www.airbnb.com/rooms/1362884688366351209,Kota Cimahi
Home in Megamendung - Villa vilado,"Rp 28,244,131",5.0,10,https://www.airbnb.com/rooms/1266511570603340354,Kota Cimahi
Home in Megamendung - Villa Aster@The Little Green Village | 2BR2Attic,"Rp 6,614,995",5.0,14,https://www.airbnb.com/rooms/1699971013649004396,Kota Cimahi
Home in Bogor Selatan - Timber Sanctuary @ Rancamaya,"Rp 9,243,534",4.86,7,https://www.airbnb.com/rooms/1631169450792214349,Kota Cimahi
Cabin in Megamendung - Cabin Kita,"Rp 10,916,898",4.96,25,https://www.airbnb.com/rooms/1464419027341866465,Kota Cimahi
Villa in Megamendung - Luxurious Modern Villa at Vimala Hills,"Rp 6,778,591",4.91,97,https://www.airbnb.com/rooms/38962181,Kota Cimahi
Villa in Kabupaten Bogor - Villa KUDA! at Barn Colony,"Rp 7,531,768",4.92,36,https://www.airbnb.com/rooms/745281156557501461,Kota Cimahi
Farm stay in Kecamatan Dramaga - Villa EcoForest (5EyesFarm),"Rp 5,400,000",5.0,34,https://www.airbnb.com/rooms/1272210094151186329,Kota Cimahi
"Villa in Cisarua - Eyrie Villa 
Altitude Habitation","Rp 17,373,312",4.98,43,https://www.airbnb.com/rooms/1338702120309134617,Kota Cimahi
Home in Megamendung - Cozy Villa for Family,"Rp 14,264,713",4.96,55,https://www.airbnb.com/rooms/1123882142890919358,Kota Cimahi
Home in Megamendung - Classic Puncak Mountain Villa | Megamendung,"Rp 10,360,000",5.0,15,https://www.airbnb.com/rooms/1571445897287000653,Kota Cimahi
Villa in Megamendung - Villa in vimala hills,"Rp 6,421,705",4.81,161,https://www.airbnb.com/rooms/19667585,Kota Cimahi
Villa in Megamendung - Vimala Hills Yuimonori Ryokan 7BR (14 Bed) + Pool,"Rp 38,115,312",4.88,16,https://www.airbnb.com/rooms/1505823155751119369,Kota Cimahi
"Home in Cisarua - Brand New Villa, strategic location","Rp 13,694,124",4.78,27,https://www.airbnb.com/rooms/892284826429532530,Kota Cimahi
Home in Cisarua - Villa Yia Yia 5 Bedrooms w/ view,"Rp 12,550,000",4.85,26,https://www.airbnb.com/rooms/1444554159787215895,Kota Cimahi
Villa in Babakan Madang - Istana Savage - stunning private secluded retreat,"Rp 21,240,000",4.89,822,https://www.airbnb.com/rooms/10983311,Kota Cimahi
Villa in Barat - Villa Fortuna168 - Cendana,"Rp 41,082,372",N/A,0,https://www.airbnb.com/rooms/1581725306731214283,Kota Cimahi
Home in Kabupaten Cianjur - The Cartoon House W/ Playstation 5,"Rp 3,200,000",4.89,9,https://www.airbnb.com/rooms/1719375659297390673,Kota Cimahi
Home in Kabupaten Bogor - This villa is near taman safari,"Rp 8,200,000",New,0,https://www.airbnb.com/rooms/1742484642673858198,Kota Cimahi
Home in Megamendung - Villa Ananta Zen 3 BR with Modern Style,"Rp 12,345,250",New,0,https://www.airbnb.com/rooms/1733902063201613084,Kota Cimahi
"Home in Cisarua - Waynes Villa Cisarua w/ Mountain Views, EV Charger","Rp 13,237,653",4.94,69,https://www.airbnb.com/rooms/1219197154341702146,Kota Cimahi
Villa in Cisarua - Villa Cempaka Fountain the River,"Rp 23,964,717",4.87,210,https://www.airbnb.com/rooms/4166338,Kota Cimahi
"Home in Kecamatan Babakan Madang - Villa Etty Sentul City
Luxury Villa Infinity Pool","Rp 17,700,000",4.98,134,https://www.airbnb.com/rooms/1214260808105807152,Kota Cimahi
Farm stay in Cisarua - Arga Turangga Bungalow,"Rp 5,530,000",4.89,142,https://www.airbnb.com/rooms/20564472,Kota Cimahi
Home in Bogor Utara - Villa Seroja W/ Pool,"Rp 8,170,000",4.94,65,https://www.airbnb.com/rooms/1473024564252598771,Kota Cimahi
Guesthouse in Ciomas - Villa La Lady Bogor,"Rp 13,289,006",4.83,18,https://www.airbnb.com/rooms/1558487857128493231,Kota Cimahi
Home in Cisarua - Saka by Jenggala,"Rp 16,404,535",4.86,28,https://www.airbnb.com/rooms/1260381265296033861,Kota Cimahi
Villa in West Java - Villa Moo - Mood On & On,"Rp 10,270,593",4.37,27,https://www.airbnb.com/rooms/53403813,Kota Cimahi
Home in Megamendung - Cozy Villa at vimala hills,"Rp 4,098,020",4.67,3,https://www.airbnb.com/rooms/1649805373885525573,Kota Cimahi
Villa in Cisarua - Odetta Villa at Puncak - Private Pool,"Rp 23,577,415",4.86,7,https://www.airbnb.com/rooms/1240189523837229105,Kota Cimahi
Home in Megamendung - Vimala Hills villa and resort Ciawi Puncak- KLI-23,"Rp 8,232,298",4.83,92,https://www.airbnb.com/rooms/46479275,Kota Cimahi
"Home in Cisarua - Villa Asca Syariah Cisarua, Puncak Bogor","Rp 13,300,000",New,0,https://www.airbnb.com/rooms/1736900622931612408,Kota Cimahi
Home in Megamendung - Vimala Hills Cluster Alpen 3BR,"Rp 6,847,062",4.75,44,https://www.airbnb.com/rooms/986440612983390703,Kota Cimahi
Villa in Megamendung - Vimala Hills Private Pool Villa 4 BR By Villaire,"Rp 18,772,362",4.88,52,https://www.airbnb.com/rooms/580884512544391386,Kota Cimahi
"Villa in Cisarua - Annapurna Resort - Peak, Bogor","Rp 23,935,443",4.92,12,https://www.airbnb.com/rooms/1396076654676455706,Kota Cimahi
Home in Cigombong - Retreat farm hill villa nature fog sunrise for 23,"Rp 12,500,000",5.0,14,https://www.airbnb.com/rooms/1516737947076459704,Kota Cimahi
Cottage in Cisarua - Villa Art hill - A little Bali in PUNCAK,"Rp 9,129,416",4.74,171,https://www.airbnb.com/rooms/34953192,Kota Cimahi
Home in Babakan Madang - Villa Mantra Sentul,"Rp 10,950,000",New,0,https://www.airbnb.com/rooms/1742019042312257966,Kota Cimahi
"Apartment in Bogor Selatan - Tiny, Comfortable, Easy Access Apartment","Rp 2,567,648",4.93,40,https://www.airbnb.com/rooms/1245303856255394190,Kota Cimahi
"Home in Babakan Madang - Villa in Sentul City for 20, with Pool & Kids Area","Rp 15,969,780",4.74,306,https://www.airbnb.com/rooms/13105134,Kota Cimahi
"Home in Bogor Selatan - Cozy Villa Rivela – 3BR, Rooftop & Private Pool","Rp 11,183,535",4.96,27,https://www.airbnb.com/rooms/1429393425801380680,Kota Cimahi
Home in Cisarua - Lulu Luxury New 5br Villa Private Family Gathering,"Rp 31,000,000",5.0,6,https://www.airbnb.com/rooms/1554753704616647334,Kota Cimahi
"Home in Cisarua - Villa MarCel, Puncak – Cisarua","Rp 15,125,160",5.0,8,https://www.airbnb.com/rooms/1528664024512479846,Kota Cimahi
"Home in Bogor Selatan - Rancamaya Villa, South Bogor","Rp 9,688,022",4.85,13,https://www.airbnb.com/rooms/1467954434983251276,Kota Cimahi
Room in Kecamatan Babakan Madang - Lazespace 302 Homy Relax Studio Unit [Non-Smoking],"Rp 2,930,634",4.96,141,https://www.airbnb.com/rooms/9034156,Kota Cimahi
Villa in Cisarua - Happy Cabin - RumaMamah Glamping,"Rp 5,035,000",5.0,21,https://www.airbnb.com/rooms/1362686610958509046,Kota Cimahi
Villa in Ciawi - Hanami Villa @ Vimala Hills - Japandi Style Villa,"Rp 16,640,000",4.87,46,https://www.airbnb.com/rooms/54132227,Kota Cimahi
Villa in Cisarua - Villa Urib Puncak,"Rp 7,589,285",4.84,19,https://www.airbnb.com/rooms/986557734644165908,Kota Cimahi
Villa in Megamendung - Vimalla Hills Villa 3-BR Bromo,"Rp 8,873,628",4.98,41,https://www.airbnb.com/rooms/1143305121311059909,Kota Cimahi
Villa in Megamendung - Villa Little Ubud in Vimala Hills Resort,"Rp 10,206,137",4.75,107,https://www.airbnb.com/rooms/737311128669809570,Kota Cimahi
Home in Jawa Barat - Villa ALEZO @ Vimala Hills (Modern Private POOL),"Rp 23,964,717",5.0,11,https://www.airbnb.com/rooms/974241337662738923,Kota Cimahi
"Home in Tenjolaya - Bumi Mintarsah, Tenjolaya, Bogor","Rp 23,462,400",New,0,https://www.airbnb.com/rooms/1739796353872620630,Kota Cimahi
Home in Megamendung - 2 km Private Sepoi Villa 2 from Exit Toll (12pax),"Rp 15,680,634",5.0,14,https://www.airbnb.com/rooms/1374452508444714563,Kota Cimahi
"Home in Kecamatan Babakan Madang - TheSangtusHome, your sanctuary w/Pool,Gazebo&Grill","Rp 12,512,476",5.0,98,https://www.airbnb.com/rooms/1005509019735011198,Kota Cimahi
Home in Bogor Selatan - Omah LeReen Bogor with Jacuzzi@ Bogor Village A-33,"Rp 6,647,356",4.86,35,https://www.airbnb.com/rooms/1269935724509026372,Kota Cimahi
Home in Megamendung - Nuraga Stay - Whole (4 Room),"Rp 9,772,469",5.0,17,https://www.airbnb.com/rooms/1473193694962567288,Kota Cimahi
Home in Cijeruk - The Quiet Crest by OMANA,"Rp 17,231,773",4.97,33,https://www.airbnb.com/rooms/1201255875836175233,Kota Cimahi
Place to stay in Megamendung - Calma Terra Loft Megamendung Near Taman Safari,"Rp 3,615,225",4.71,14,https://www.airbnb.com/rooms/1491832530510879880,Kota Cimahi
Tiny home in Cisarua - Corner 2 by The Lawn Citeko~Architecture in Nature,"Rp 4,740,000",New,0,https://www.airbnb.com/rooms/1739132133691395011,Kota Cimahi
Guesthouse in Megamendung - New Villa Moane by Thevillaku,"Rp 7,189,415",4.5,12,https://www.airbnb.com/rooms/1338040347090827184,Kota Cimahi
Villa in Ciawi - Brick Cottage in the Woods,"Rp 12,843,407",5.0,5,https://www.airbnb.com/rooms/888855752921437739,Kota Cimahi
Home in Bogor Selatan - The R House-Kids friendly house at Rancamaya Golf,"Rp 3,994,120",4.94,32,https://www.airbnb.com/rooms/904782845849187798,Kota Cimahi
Villa in Cisarua - Villa Kusumo / mountain villa / pool / tennis,"Rp 15,200,478",4.84,81,https://www.airbnb.com/rooms/53152467,Kota Cimahi
Home in Kecamatan Bogor Timur - Escape to Serenity Spring Villa,"Rp 6,447,650",5.0,46,https://www.airbnb.com/rooms/1275800313076426259,Kota Cimahi
Villa in Megamendung - Mountain View! Villa Amerta 5BR at Vimala Hills,"Rp 27,003,851",4.89,45,https://www.airbnb.com/rooms/1057714368627674337,Kota Cimahi
Home in Kecamatan Babakan Madang - Sleeps 20! 5 Bedrooms Golf View Pool Hale Sentul,"Rp 42,616,764",5.0,103,https://www.airbnb.com/rooms/1148904776993089842,Kota Cimahi
Villa in Bogor - Villa Engkong Ciawi,"Rp 9,631,534",4.7,20,https://www.airbnb.com/rooms/45883632,Kota Cimahi
"Cottage in Cisarua - Villa Ellena -Graceful mood, inside Pesona Alam","Rp 10,270,593",4.69,58,https://www.airbnb.com/rooms/52997211,Kota Cimahi
"Home in Kecamatan Babakan Madang - 4BR, Family Villa near Taman Budaya","Rp 8,873,628",5.0,23,https://www.airbnb.com/rooms/1577500574529029314,Kota Cimahi
Home in Bogor Selatan - Virstay Mezzanine Villa at Rancamaya by Damaresa,"Rp 3,309,534",N/A,0,https://www.airbnb.com/rooms/1683879476067883757,Kota Cimahi
Rooms in Kecamatan Babakan Madang - Lazespace 301 Homy Relax 2BR Unit [Non-Smoking],"Rp 5,277,472",4.99,84,https://www.airbnb.com/rooms/13284945,Kota Cimahi
Villa in Bogor - Villa Mawar. Villa Warung Gunung Cisarua,"Rp 14,501,375",4.94,63,https://www.airbnb.com/rooms/42620314,Kota Cimahi
Villa in Megamendung - VEI Haus - 4BR Pet Friendly Villa in Vimala Hills,"Rp 15,691,184",5.0,6,https://www.airbnb.com/rooms/1114870031102672003,Kota Cimahi
"Villa in Megamendung - Villa Scarlet, Megamendung, West Java","Rp 8,523,351",4.79,89,https://www.airbnb.com/rooms/38463116,Kota Cimahi
Villa in Cisarua - Villa Wonoto,"Rp 36,570,000",5.0,14,https://www.airbnb.com/rooms/1186718031736835129,Kota Cimahi
Villa in Cisarua - Villa Dareta Taman Safari,"Rp 14,540,770",4.73,89,https://www.airbnb.com/rooms/12077029,Kota Cimahi
