nama,harga,rating,jumlah_review,link,wilayah
"Villa in Megamendung - Private villa w pool at deGadog 88, Mega Mendung","Rp 9,129,416",4.86,72,https://www.airbnb.com/rooms/38774078,Kota Cimahi
Villa in Megamendung - Mountain View 4BR Private Pool at Vimala Hills,"Rp 20,200,887",5.0,19,https://www.airbnb.com/rooms/53732186,Kota Cimahi
Villa in Cisarua - Asyana Hills @ Citeko with Private Pool and Garden,"Rp 7,472,528",4.62,95,https://www.airbnb.com/rooms/814388179966535088,Kota Cimahi
Home in Cisarua - The FARA Villa Cisarua,"Rp 20,826,480",N/A,0,https://www.airbnb.com/rooms/1592596697961058010,Kota Cimahi
Rooms in Caringin - Villa Alia C03 By The Villas 100,"Rp 9,585,887",4.33,3,https://www.airbnb.com/rooms/1429363643532053738,Kota Cimahi
Villa in Bogor Selatan - Eco-home on the mountain,"Rp 8,750,000",4.96,83,https://www.airbnb.com/rooms/53152404,Kota Cimahi
Home in Pacet - Jason Farm Villa w 3 Mount View Max 25 pax,"Rp 9,367,200",5.0,18,https://www.airbnb.com/rooms/1459039081742905174,Kota Cimahi
Villa in Ciawi - ELO8 by LuxVilla @ Vimala Hills [newly renovated],"Rp 12,033,711",5.0,22,https://www.airbnb.com/rooms/1325173452956021845,Kota Cimahi
Home in Bogor Selatan - Rivella Park Bogor,"Rp 7,892,666",4.48,27,https://www.airbnb.com/rooms/1043367246589150311,Kota Cimahi
Villa in Barat - Villa Fortuna168 - Gaharu,"Rp 20,541,186",5.0,9,https://www.airbnb.com/rooms/1581590601103096260,Kota Cimahi
Tent in Cisarua - Luxury Glamping Tent @ Casa de Monique Bogor,"Rp 8,750,000",4.67,3,https://www.airbnb.com/rooms/1540563630578328813,Kota Cimahi
Villa in Cipanas - The Lavana at Villa BIS Puncak Pass - 78 Pax,"Rp 59,750,000",New,0,https://www.airbnb.com/rooms/1714177820498701607,Kota Cimahi
Home in Megamendung - Designer 3BR Villa Andes,"Rp 18,329,560",4.74,19,https://www.airbnb.com/rooms/1056117500194793428,Kota Cimahi
"Home in Cijeruk - Omah Noto Cijeruk, Mountain View Salak & Pangrango","Rp 5,837,915",4.96,23,https://www.airbnb.com/rooms/1208511120369997538,Kota Cimahi
Villa in Megamendung - Land of Tranquil Light Villa,"Rp 22,282,166",4.8,137,https://www.airbnb.com/rooms/21484049,Kota Cimahi
Home in Megamendung - Villa Puncak Private Pool 3 BR - Casa De Nirankara 1,"Rp 10,200,000",4.37,49,https://www.airbnb.com/rooms/989346996501299896,Kota Cimahi
Villa in Bogor Selatan - The Private Peaceful Villa,"Rp 8,891,969",4.96,105,https://www.airbnb.com/rooms/1080999484637260125,Kota Cimahi
Cabin in Cisarua - Bango Cabins Loft-2BR,"Rp 8,170,370",N/A,0,https://www.airbnb.com/rooms/1190333321567924499,Kota Cimahi
Home in Megamendung - Vimala Hills BETAH VILLA Argopuro 5BR Privatepool,"Rp 31,838,838",4.9,21,https://www.airbnb.com/rooms/1130343546033699457,Kota Cimahi
Villa in Megamendung - Private Pool Grand Bromo 4BR Villa at Vimala Hills,"Rp 19,442,804",5.0,3,https://www.airbnb.com/rooms/54192334,Kota Cimahi
Home in Cisarua - Villa Rumah Kayu Puncak,"Rp 11,882,553",5.0,6,https://www.airbnb.com/rooms/1644612948664457771,Kota Cimahi
Home in Cisarua - Cottonwood Yaputa 20pax Hot-Onsen 1000sqm Karaoke,"Rp 24,581,250",4.96,47,https://www.airbnb.com/rooms/1385235220834861351,Kota Cimahi
Home in Kecamatan Bogor Timur - Peaceful Bogor Home with Garden & Koi Pond,"Rp 7,245,195",5.0,3,https://www.airbnb.com/rooms/1119793998134873273,Kota Cimahi
Home in Megamendung - 4BR Villa for 10 Pax,"Rp 11,495,000",4.8,10,https://www.airbnb.com/rooms/1373206018342100342,Kota Cimahi
Room in Bogor Utara - Room A in Kost Domov,"Rp 925,000",New,0,https://www.airbnb.com/rooms/1737148648603732279,Kota Cimahi
Home in Megamendung - Cottonwood Sagarmatha Heated-pool Netflix Karaoke,"Rp 22,254,376",4.91,44,https://www.airbnb.com/rooms/856056827794703273,Kota Cimahi
Cabin in Cisarua - Bamboo Cabin @ Casa de Monique,"Rp 6,250,000",4.89,9,https://www.airbnb.com/rooms/1540542404522404589,Kota Cimahi
Villa in Cisarua - Joyful Cabin - RumaMamah Glamping,"Rp 6,355,000",4.67,6,https://www.airbnb.com/rooms/1362793703026051832,Kota Cimahi
Treehouse in Cipanas - Misty Mountain Treehouse by the Pond,"Rp 3,765,452",5.0,31,https://www.airbnb.com/rooms/1097750818565770995,Kota Cimahi
Villa in Megamendung - Vimala Hills Cozy Villa Puncak Bogor,"Rp 7,531,768",4.72,64,https://www.airbnb.com/rooms/39656470,Kota Cimahi
Home in Bogor Utara - Cozy 2BR House near Park & Golf | 3 Beds,"Rp 3,497,372",5.0,23,https://www.airbnb.com/rooms/1611545643010678553,Kota Cimahi
Villa in Megamendung - A 3BR Indonesian Classic Premium Vimala Hills,"Rp 10,255,758",4.67,73,https://www.airbnb.com/rooms/39514330,Kota Cimahi
"Townhouse in Babakan Madang - ""Sentul Made with LOVE""","Rp 5,705,885",4.92,197,https://www.airbnb.com/rooms/52467276,Kota Cimahi
Villa in Ciawi - Villa Kay Village,"Rp 9,100,000",4.73,40,https://www.airbnb.com/rooms/1179967396063827343,Kota Cimahi
Villa in Cipanas - The Lavana at Villa BIS Puncak Pass | 6 VIP Rooms,"Rp 14,100,000",New,0,https://www.airbnb.com/rooms/1738198789870427742,Kota Cimahi
Home in Babakan Madang - The Sanctuary  Corner Home,"Rp 10,783,309",4.91,43,https://www.airbnb.com/rooms/1365731033290980185,Kota Cimahi
Home in Bogor Selatan - Stunning Mountain Escape w/Pool.,"Rp 59,453,888",4.98,44,https://www.airbnb.com/rooms/736651312361520990,Kota Cimahi
Home in Pacet - New Villa Ubud at Cipanas Puncak Max 25 pax,"Rp 11,896,431",4.97,31,https://www.airbnb.com/rooms/1307855685698096921,Kota Cimahi
"Villa in Cicurug - Villa Anuka in Cicurug_serenity, valuable space","Rp 13,918,287",4.75,36,https://www.airbnb.com/rooms/963501419224201634,Kota Cimahi
Home in Babakan Madang - Villa Djiwa Sentul,"Rp 18,350,000",New,0,https://www.airbnb.com/rooms/1742041732404767500,Kota Cimahi
"Home in Cisarua - Alvira 1
By @villakitagroup","Rp 12,838,241",4.69,35,https://www.airbnb.com/rooms/1040336443662269312,Kota Cimahi
Villa in Bogor Utara - Jinju Pool Villa Bogor Kota 720m² 8 Bedrooms,"Rp 10,082,412",5.0,8,https://www.airbnb.com/rooms/1673049929253044425,Kota Cimahi
Villa in Megamendung - Vimala Villa Verde by Terra Homes Anvaya,"Rp 29,190,000",5.0,20,https://www.airbnb.com/rooms/1375136027871296796,Kota Cimahi
"Villa in Megamendung - The Lux at Vimala Hills, a 5 Bedroom Villa w/ Pool","Rp 27,783,095",5.0,11,https://www.airbnb.com/rooms/1406586261129490901,Kota Cimahi
Home in Megamendung - The Vimala Signature |Villa Termewah by Vimala Hill,"Rp 59,000,000",5.0,3,https://www.airbnb.com/rooms/1401513701774287439,Kota Cimahi
"Home in Kecamatan Babakan Madang - D’SangtusGrand, your sanctuary w/Pool,Gazebo&Grill","Rp 15,685,478",5.0,6,https://www.airbnb.com/rooms/1399106878233605108,Kota Cimahi
Villa in Babakan Madang - The Lavana Edensor 7BR Shared Pool & café Sentul,"Rp 48,960,000",New,0,https://www.airbnb.com/rooms/1725098850290311921,Kota Cimahi
Home in Babakan Madang - Sentul Mbok Minah Villa,"Rp 7,883,251",5.0,31,https://www.airbnb.com/rooms/1614284363197553772,Kota Cimahi
"Home in Ciawi - Suryana Village, Megamendung","Rp 50,144,670",New,0,https://www.airbnb.com/rooms/1741353780728923467,Kota Cimahi
Home in Megamendung - Wins Villa 2 - Spacious Escape w/ Billiard,"Rp 51,022,000",New,0,https://www.airbnb.com/rooms/1533381419583419500,Kota Cimahi
"Home in Cisarua - Villa Favore, a cozy stay in Cisarua Puncak","Rp 38,724,452",N/A,0,https://www.airbnb.com/rooms/1688296212951014294,Kota Cimahi
Home in Cisarua - Twin Villa with Mountain View 6BR | Cisarua Puncak,"Rp 29,908,000",New,0,https://www.airbnb.com/rooms/1736067971841744902,Kota Cimahi
Villa in Cisarua - 6BR Luxury Villa with Pine Forest & Mountain View,"Rp 94,000,000",5.0,3,https://www.airbnb.com/rooms/1556686651946341760,Kota Cimahi
Home in Babakan Madang - Spacious 4BR Villa | Private Pool | Near Sentul,"Rp 26,500,000",New,0,https://www.airbnb.com/rooms/1745422872910402845,Kota Cimahi
Home in Megamendung - Villa Sigma @Vimala Hills,"Rp 8,664,386",4.84,19,https://www.airbnb.com/rooms/1433128656565458798,Kota Cimahi
Home in Babakan Madang - The Circle Guesthouse Sentul City,"Rp 13,166,577",5.0,10,https://www.airbnb.com/rooms/1689679767282179329,Kota Cimahi
Villa in Megamendung - Punpun House,"Rp 8,501,769",4.85,27,https://www.airbnb.com/rooms/1438954757077655706,Kota Cimahi
Villa in Megamendung - Premier 4BR Villa w/ Private Pool at Vimala Hills,"Rp 21,653,834",4.93,42,https://www.airbnb.com/rooms/53456467,Kota Cimahi
Home in Cisarua - Arga Turangga Cabin,"Rp 8,438,630",5.0,11,https://www.airbnb.com/rooms/1290563144105802122,Kota Cimahi
Home in Megamendung - Wins Villa 1 - Spacious Escape w/ Meeting Room,"Rp 45,535,720",5.0,8,https://www.airbnb.com/rooms/1240347826373700098,Kota Cimahi
Cabin in Megamendung - Kuta Sanctuary,"Rp 9,000,000",New,0,https://www.airbnb.com/rooms/1703666095717535607,Kota Cimahi
Villa in Cisarua - villa mombo,"Rp 5,827,100",4.67,27,https://www.airbnb.com/rooms/1168708482275140583,Kota Cimahi
Home in Bogor Selatan - Grand Ivory Villa 6BR in Kota Bogor,"Rp 12,324,712",N/A,0,https://www.airbnb.com/rooms/1658386729667816419,Kota Cimahi
Home in Bogor Selatan - Modern Sanctuary @ Rancamaya,"Rp 8,901,181",5.0,3,https://www.airbnb.com/rooms/1631189674914715086,Kota Cimahi
Villa in Kecamatan Bogor Utara - Cheerful 3 BR Villa for family vacation in Bogor,"Rp 8,705,326",5.0,14,https://www.airbnb.com/rooms/27787490,Kota Cimahi
Cabin in Cidahu - Villa Pondok D'jati,"Rp 9,924,450",5.0,32,https://www.airbnb.com/rooms/1367034082865588344,Kota Cimahi
Home in Megamendung - Villa Matjha,"Rp 6,480,084",5.0,5,https://www.airbnb.com/rooms/1561986866239563866,Kota Cimahi
Home in Sukaraja - villa Nabil operated by villanih,"Rp 7,668,475",New,0,https://www.airbnb.com/rooms/1494972643238885280,Kota Cimahi
Home in Babakan Madang - Alam Sejuk Sentul Villa,"Rp 11,628,497",5.0,3,https://www.airbnb.com/rooms/1674479113627393837,Kota Cimahi
Guesthouse in Cipanas - Family Villa for Rent in Green Apple,"Rp 11,411,770",4.97,30,https://www.airbnb.com/rooms/1425148302402391801,Kota Cimahi
Home in Megamendung - Villa Montaview Puncak (Mountain View Cottage),"Rp 7,706,045",4.72,18,https://www.airbnb.com/rooms/1119509736437705065,Kota Cimahi
Villa in Bogor - Villa Anggrek. Villa Warung Mount Cisarua,"Rp 9,772,664",4.91,47,https://www.airbnb.com/rooms/42747999,Kota Cimahi
Townhouse in Bogor Selatan - The Beautiful Peaceful House,"Rp 8,350,837",4.97,163,https://www.airbnb.com/rooms/865675106534269439,Kota Cimahi
Home in Kecamatan Babakan Madang - The V Alina 3 Bedroom Pool-Karaoke-Billiards-Pingpong,"Rp 10,200,000",5.0,3,https://www.airbnb.com/rooms/1613401586530658398,Kota Cimahi
Villa in Cisarua - Villa Bumi Ibu by The Raffa's Villa,"Rp 11,012,358",4.88,16,https://www.airbnb.com/rooms/730081901455170020,Kota Cimahi
"Home in Kecamatan Babakan Madang - Maston Spring House Sentul, Bogor","Rp 7,525,086",4.83,29,https://www.airbnb.com/rooms/1330544611498746565,Kota Cimahi
"Home in Cisarua - Villa Morris - Artistic Touch, Float on Air","Rp 11,411,770",4.32,19,https://www.airbnb.com/rooms/1184415846800236285,Kota Cimahi
Villa in Cisarua - Villa Restu 5 – Cozy 2BR Mountain View in Puncak,"Rp 5,106,250",5.0,5,https://www.airbnb.com/rooms/1546485957861786188,Kota Cimahi
Villa in Megamendung - NEW! Luxurious Villa @ Vimala Hills,"Rp 34,723,388",4.91,11,https://www.airbnb.com/rooms/816192778380569084,Kota Cimahi
"Home in Cisarua - Qyu villa, Cisarua peak Bogor","Rp 10,333,108",4.67,18,https://www.airbnb.com/rooms/818405542769973149,Kota Cimahi
Home in Bogor Selatan - A cozy 3-bed room house in Rancamaya Golf,"Rp 10,099,265",4.87,141,https://www.airbnb.com/rooms/28233651,Kota Cimahi
Villa in Bogor Selatan - The Beautiful White Villa,"Rp 8,910,793",4.91,151,https://www.airbnb.com/rooms/971393881848836180,Kota Cimahi
Home in Megamendung - Villa Macedon di Vimala Hills 3B3B,"Rp 11,600,000",N/A,0,https://www.airbnb.com/rooms/1646309103619264335,Kota Cimahi
Villa in Cisarua - Villa The Zeno House,"Rp 5,709,445",4.84,25,https://www.airbnb.com/rooms/49063417,Kota Cimahi
Rooms in Caringin - Villa Alia C02 By The Villas 100,"Rp 9,129,416",4.29,7,https://www.airbnb.com/rooms/1429359018086862948,Kota Cimahi
Home in Kecamatan Babakan Madang - Sentul Lekker Dier,"Rp 11,525,888",4.96,128,https://www.airbnb.com/rooms/1050408410966840918,Kota Cimahi
Home in Kecamatan Babakan Madang - Alam Elok 21,"Rp 6,520,517",4.81,58,https://www.airbnb.com/rooms/52947786,Kota Cimahi
Villa in Ciawi - Villa Aldesa,"Rp 13,597,339",4.89,9,https://www.airbnb.com/rooms/959071466305240148,Kota Cimahi
Home in Babakan Madang - 6 Bedrooms |Hillside View|BBQ|Karaoke|24H Helper,"Rp 26,270,610",5.0,11,https://www.airbnb.com/rooms/1538232743384121857,Kota Cimahi
"Villa in Cigombong - Selayang Oribu, Direct Sunrise view of Mount Gede","Rp 7,657,200",4.71,31,https://www.airbnb.com/rooms/612559258605916614,Kota Cimahi
Home in Bogor Timur - Terakota House Bogor | Warm Brick Family Home,"Rp 6,315,000",5.0,6,https://www.airbnb.com/rooms/1693258172294377459,Kota Cimahi
Home in Caringin - Seven Terrace,"Rp 30,925,897",5.0,3,https://www.airbnb.com/rooms/1261164942558251110,Kota Cimahi
Cottage in Cisarua - Villa Andante - make slow your day in PUNCAK,"Rp 11,183,535",4.68,53,https://www.airbnb.com/rooms/46387184,Kota Cimahi
Villa in Megamendung - 4 Bedroom & Privt Pool in Vimala Hills[18 ppl max],"Rp 21,111,775",4.97,72,https://www.airbnb.com/rooms/26482417,Kota Cimahi
Home in Babakan Madang - S.A.L.T. House - Cozy home for rent at Sentul,"Rp 8,901,181",4.95,78,https://www.airbnb.com/rooms/34347435,Kota Cimahi
Home in Pacet - Villa Kota Bunga Cipanas 2BR + Private Pool,"Rp 5,420,591",New,0,https://www.airbnb.com/rooms/1700768675478418319,Kota Cimahi
Guesthouse in Cisarua - Villa Brown Cisarua,"Rp 11,295,598",5.0,9,https://www.airbnb.com/rooms/1332150939776715149,Kota Cimahi
Home in Pacet - 2br Inplana Cabin Puncak B (4-5 pax),"Rp 2,852,943",4.91,11,https://www.airbnb.com/rooms/1561698257771316620,Kota Cimahi
"Home in Cisarua - we
By @villakitagroup","Rp 8,501,769",4.69,13,https://www.airbnb.com/rooms/1358538064134614218,Kota Cimahi
Apartment in Kecamatan Babakan Madang - Comfy and clean room with a view,"Rp 1,811,048",4.92,12,https://www.airbnb.com/rooms/1535348312277855452,Kota Cimahi
Hotel in Cisarua - Sulaeman’s Vila Near Taman Safari Zoo (B room),"Rp 8,815,249",5.0,33,https://www.airbnb.com/rooms/1045988618052537210,Kota Cimahi
Villa in Kecamatan Babakan Madang - Villa Khayangan 7 Luxe 5 BR+Private Pool 26 guests,"Rp 23,964,717",4.94,136,https://www.airbnb.com/rooms/847314142701006350,Kota Cimahi
Home in Cijeruk - Grey House Cijeruk,"Rp 6,390,591",5.0,11,https://www.airbnb.com/rooms/1452574941250304351,Kota Cimahi
"Home in Cisarua - 5-BR Villa Masula, Puncak, Bogor","Rp 23,679,423",N/A,0,https://www.airbnb.com/rooms/1639087949649445924,Kota Cimahi
Villa in Megamendung - Vimala Hills Villa 3BR w Gazebo Garden by Villaire,"Rp 10,119,387",4.77,53,https://www.airbnb.com/rooms/51919731,Kota Cimahi
Tiny home in Cigombong - Selayang Enau [S] Resort Sugar Aren,"Rp 5,815,040",4.79,19,https://www.airbnb.com/rooms/1375885019652392966,Kota Cimahi
Villa in Cisarua - Villa Royanifer with private pool & great scenery,"Rp 10,612,946",4.87,84,https://www.airbnb.com/rooms/46027386,Kota Cimahi
"Home in Kecamatan Padalarang - Ivory House

A cozy little stay to relax&recharge","Rp 6,400,000",New,0,https://www.airbnb.com/rooms/1738249911883319391,Kabupaten Bandung
Villa in Pasirjambu - AVANA Riverside Villa's - Freesia 5 (With Pool),"Rp 11,091,410",5.0,14,https://www.airbnb.com/rooms/1386655312091759658,Kabupaten Bandung
"Home in Sukajadi - Clean, Comfortable, Stylish,  Belgareti House","Rp 5,239,500",4.83,355,https://www.airbnb.com/rooms/9822087,Kabupaten Bandung
Home in Parompong - Villa Tulip w/ Netflix & Free Parking – Near Dago,"Rp 5,500,000",4.93,107,https://www.airbnb.com/rooms/1309338660356801266,Kabupaten Bandung
Guest suite in Lengkong - • Sitsar Pavilion Bed & Breakfast 2 • WiFi+Smart TV,"Rp 2,909,615",4.9,354,https://www.airbnb.com/rooms/30789106,Kabupaten Bandung
Home in Lembang - Villa Alinda C02 by Kava Stay,"Rp 7,567,000",4.86,129,https://www.airbnb.com/rooms/1354855359186797926,Kabupaten Bandung
Home in Kecamatan Padalarang - Kamila KBP Bandung Sharia Villa,"Rp 6,304,945",4.98,65,https://www.airbnb.com/rooms/1258408707728613576,Kabupaten Bandung
Home in Lembang - Villa Alinda C06 by Kava Stay,"Rp 7,433,750",4.81,125,https://www.airbnb.com/rooms/1218796498115339510,Kabupaten Bandung
Home in Cileunyi - Cileunyi Bandung Sharia House near Jatinangor,"Rp 2,160,028",4.96,25,https://www.airbnb.com/rooms/881469427992930499,Kabupaten Bandung
Guesthouse in Pangalengan - a house with a tea garden atmosphere,"Rp 5,580,000",4.91,11,https://www.airbnb.com/rooms/45965004,Kabupaten Bandung
Villa in Kecamatan Coblong - ERD Villa W/ Pool and Playstation 5,"Rp 14,550,000",4.89,203,https://www.airbnb.com/rooms/688935185818199887,Kabupaten Bandung
Guesthouse in Parompong - Relax in a modern guesthouse,"Rp 3,532,432",New,0,https://www.airbnb.com/rooms/1734750277447267280,Kabupaten Bandung
Room in Cicendo - Luxury Family Suite in the Heart of Bandung,"Rp 3,888,885",New,0,https://www.airbnb.com/rooms/1725301569884671201,Kabupaten Bandung
Apartment in Sukajadi - Theros | Bandung | City View | Pool | PVJ Mall,"Rp 3,223,825",4.74,19,https://www.airbnb.com/rooms/1486953811341062724,Kabupaten Bandung
Apartment in Lengkong - Premium 74m² 2BR at Grand Asia Afrika by My Daily,"Rp 5,187,918",5.0,44,https://www.airbnb.com/rooms/1381614380038118334,Kabupaten Bandung
"Home in Kecamatan Cidadap - 4BR Villa Bandung • Pool, Billiard & Green View","Rp 10,639,995",4.88,99,https://www.airbnb.com/rooms/1086443732191751752,Kabupaten Bandung
Home in Kecamatan Sumur Bandung - Plum Room. Unique Stay at Jl Lombok Bandung.,"Rp 2,033,577",4.74,98,https://www.airbnb.com/rooms/1209981171481587060,Kabupaten Bandung
"Villa in Kecamatan Cidadap - Staycation Villa 4-9 Pax | Karaoke, Netflix, BBQ!","Rp 8,400,000",4.88,105,https://www.airbnb.com/rooms/53052665,Kabupaten Bandung
Apartment in Cicendo - Azura by Arcadia • Deep Coastal @ Gateway Pasteur,"Rp 2,658,942",5.0,29,https://www.airbnb.com/rooms/1582260434243559902,Kabupaten Bandung
Home in Kecamatan Padalarang - Naomi Wijaya Villa in Bandung,"Rp 5,884,618",5.0,10,https://www.airbnb.com/rooms/1303186797726052038,Kabupaten Bandung
"Home in Kecamatan Padalarang - Willow House

A cozy little stay to relax&recharge","Rp 7,065,600",New,0,https://www.airbnb.com/rooms/1735611125570838865,Kabupaten Bandung
Home in Bojongsoang - Villa Cherry Field Terusan Fruit Stone Bandung,"Rp 5,311,000",4.94,18,https://www.airbnb.com/rooms/1525235830524776810,Kabupaten Bandung
"Home in Tarogong - Campernik Villa 
Modern, cozy, estetik","Rp 4,929,885",4.89,18,https://www.airbnb.com/rooms/1596314586251001889,Kabupaten Bandung
Villa in Cimaung - Feridys Villa - Private 3+1BR Villa in Cimaung,"Rp 8,209,272",5.0,4,https://www.airbnb.com/rooms/4567217,Kabupaten Bandung
Cottage in Cidadap - Green & Spacious - Green Grace Cottage,"Rp 7,822,802",4.94,303,https://www.airbnb.com/rooms/27922503,Kabupaten Bandung
Home in Padalarang - Maiara Family House Kota Baru Parahyangan,"Rp 9,613,491",5.0,14,https://www.airbnb.com/rooms/1592554522290298514,Kabupaten Bandung
Home in Kecamatan Buahbatu - Kencana House,"Rp 3,515,983",5.0,35,https://www.airbnb.com/rooms/1327859648058932827,Kabupaten Bandung
Apartment in Kecamatan Lengkong - Scandinavian room | Grand Asia Afrika,"Rp 1,897,320",4.88,325,https://www.airbnb.com/rooms/38667921,Kabupaten Bandung
Condo in Sumurbandung - Greywood | On Braga Street | 2 Bedroom | 6 Guest,"Rp 3,707,684",4.98,46,https://www.airbnb.com/rooms/1638854356711572860,Kabupaten Bandung
Home in Cimenyan - RustWood Villa W/ Pool,"Rp 12,160,000",4.94,143,https://www.airbnb.com/rooms/1366325220058009085,Kabupaten Bandung
Home in Pangalengan - Terra House | Villa with pool Pangalengan,"Rp 22,780,350",New,0,https://www.airbnb.com/rooms/1742222743939661346,Kabupaten Bandung
Apartment in Lengkong - Uluwatu by Beriruang Grand Asia Africa,"Rp 1,460,707",5.0,19,https://www.airbnb.com/rooms/1586299104021722298,Kabupaten Bandung
"Home in Kecamatan Cidadap - 4BR Bandung, Jacuzzi, Kids Bunk, Slide & Bathtub","Rp 7,199,994",4.77,100,https://www.airbnb.com/rooms/1089741644093928444,Kabupaten Bandung
Apartment in Cicendo - Oia Escape | Bandung | Pasteur | Lembang | Pool,"Rp 2,967,060",5.0,13,https://www.airbnb.com/rooms/1601971873606606846,Kabupaten Bandung
Home in Antapani - Netflix I 15 minutes to city I 8 guest,"Rp 3,897,690",4.91,11,https://www.airbnb.com/rooms/1659944084507668322,Kabupaten Bandung
Apartment in Sumurbandung - Diamond 16 Signature Suite at El Royale | NEW,"Rp 8,558,828",4.98,42,https://www.airbnb.com/rooms/1556207630812435465,Kabupaten Bandung
Home in Cimenyan - The Infinity Villa by Kava Stay,"Rp 14,321,250",4.97,60,https://www.airbnb.com/rooms/1568080010083472116,Kabupaten Bandung
"Earthen home in Bandung - Designer Stay Bandung • Bathtub, Patio & Starlight","Rp 5,599,995",4.69,208,https://www.airbnb.com/rooms/36359538,Kabupaten Bandung
Home in Batujajar - Luxury Villa W/ Jacuzzi & Playstation 5,"Rp 6,935,000",4.9,78,https://www.airbnb.com/rooms/1422197736216380861,Kabupaten Bandung Barat
Villa in Batujajar - Little Bnb Camp Forest,"Rp 8,809,620",4.9,29,https://www.airbnb.com/rooms/1303264948515752634,Kabupaten Bandung Barat
Home in Ngamprah - Luxury villa with a beautiful mountain view,"Rp 4,750,000",5.0,10,https://www.airbnb.com/rooms/1678780191111122562,Kabupaten Bandung Barat
"Home in Kota Baru Parahyangan, - Villa Garden - Clean & Comfort @ KBP","Rp 3,847,500",4.95,22,https://www.airbnb.com/rooms/1558403337735061072,Kabupaten Bandung Barat
Home in Batujajar - New Ditaru Villa with Private Pool | 4 BR | KBP,"Rp 10,042,358",5.0,6,https://www.airbnb.com/rooms/1695603937827169358,Kabupaten Bandung Barat
Home in Batujajar - Naomi Nala Villa in Bandung,"Rp 11,517,036",4.84,25,https://www.airbnb.com/rooms/1407668285752348971,Kabupaten Bandung Barat
Home in Parompong - Villa Kita – with Pool & PlayStation,"Rp 13,062,500",4.83,98,https://www.airbnb.com/rooms/1386261740061930964,Kabupaten Bandung Barat
"Villa in Cimenyan - Luxury Villa, Bali Vibes in The Heart of Dago","Rp 23,643,547",4.93,14,https://www.airbnb.com/rooms/1568879857425731376,Kabupaten Bandung Barat
"Home in Padalarang - Casa Noka, a cozy one-story house in Padalarang","Rp 6,733,517",4.93,14,https://www.airbnb.com/rooms/1523035370417515874,Kabupaten Bandung Barat
Home in Parompong - Luma Villa | Lembang | Pool | Billiard | BBQ,"Rp 12,520,593",New,0,https://www.airbnb.com/rooms/1741049422281833965,Kabupaten Bandung Barat
Villa in Lembang - Calma Villa by Kozystay | Heated Pool | Bandung,"Rp 35,742,000",5.0,20,https://www.airbnb.com/rooms/1543393475621519936,Kabupaten Bandung Barat
Villa in Parompong - Mimi Castle - Pool Sauna Jacuzzi Billiard & Cinema,"Rp 14,737,734",4.68,96,https://www.airbnb.com/rooms/1044160987578580157,Kabupaten Bandung Barat
Cabin in Cihampelas - Sky Cabin with Tatami,"Rp 6,500,000",New,0,https://www.airbnb.com/rooms/1728101847022513882,Kabupaten Bandung Barat
Cabin in Parompong - Serena Villa,"Rp 7,145,326",4.97,71,https://www.airbnb.com/rooms/1166575227172204746,Kabupaten Bandung Barat
Home in Padalarang - Danapati Homestay,"Rp 3,846,998",4.85,20,https://www.airbnb.com/rooms/1439783650388100684,Kabupaten Bandung Barat
"Home in Kecamatan Padalarang - SAE HOME, 2BR House in Kota Baru Parahyangan","Rp 5,674,453",5.0,28,https://www.airbnb.com/rooms/1159730726085671737,Kabupaten Bandung Barat
Home in Cisarua - Cisa Nordia in front of RSJ Cisarua Lembang,"Rp 7,500,000",4.79,112,https://www.airbnb.com/rooms/770766980626001726,Kabupaten Bandung Barat
Home in Kecamatan Padalarang - Rumah Kurnia at KBP,"Rp 6,311,532",4.93,40,https://www.airbnb.com/rooms/1284499582455289916,Kabupaten Bandung Barat
Villa in Batujajar - Comfortable Fragrant Villa,"Rp 13,461,951",4.94,18,https://www.airbnb.com/rooms/1446711304027938501,Kabupaten Bandung Barat
Home in Padalarang - Nagasari House at KBP,"Rp 9,486,034",4.92,12,https://www.airbnb.com/rooms/1568784081376954669,Kabupaten Bandung Barat
Villa in Parompong - Blissful Villa,"Rp 14,750,000",4.96,28,https://www.airbnb.com/rooms/1620765100980077542,Kabupaten Bandung Barat
"Home in Batujajar - Kota Baru Parahyangan, Tidy, Smarthome, 3 BR","Rp 7,297,390",5.0,23,https://www.airbnb.com/rooms/1345582982659519271,Kabupaten Bandung Barat
Villa in Batujajar - Josh House KBP Villa,"Rp 9,540,240",5.0,36,https://www.airbnb.com/rooms/1244207110146939252,Kabupaten Bandung Barat
Home in Padalarang - Comfortable family home in Kota Baru Parahyangan.,"Rp 7,500,000",New,0,https://www.airbnb.com/rooms/1721768970636703684,Kabupaten Bandung Barat
Home in Kecamatan Padalarang - NEW! Marbella House | 3 BR | Modern House at KBP,"Rp 6,043,239",4.82,17,https://www.airbnb.com/rooms/1589662085884733768,Kabupaten Bandung Barat
Villa in Lembang - Malta Castle Lembang Warm Pool Side Karaoke,"Rp 20,223,321",5.0,6,https://www.airbnb.com/rooms/1623145828470270156,Kabupaten Bandung Barat
Apartment in Cicendo - Sunset Waikiki | Bandung | Pasteur | Lembang,"Rp 3,166,766",4.93,15,https://www.airbnb.com/rooms/1601971308143492778,Kabupaten Bandung Barat
Home in Batujajar - JJ house KBP Bandung,"Rp 6,276,474",4.99,85,https://www.airbnb.com/rooms/1028004274344603497,Kabupaten Bandung Barat
